N,P,K,temperature,humidity,ph,rainfall,label
26.65,77.91,18.28,28.72,67.6,6.51,74.52,blackgram
1.49,120.79,202.39,21.27,93.98,5.93,111.32,apple
32.13,16.1,34.92,28.43,52.96,5.49,79.69,mango
88.76,81.08,51.18,28.85,76.04,6.46,116.71,banana
12.58,141.01,203.26,22.93,94.95,5.77,121.87,apple
107.17,49.33,24.84,24.33,82.94,6.48,61.99,cotton
85.17,39.43,44.4,26.68,83.66,6.06,183.79,rice
43.06,79.58,17.42,31.81,67.16,6.91,65.89,blackgram
99.52,18.91,50.21,28.46,92.89,6.69,21.07,muskmelon
85.54,16.22,49.7,26.35,87.46,6.6,50.3,watermelon
86.51,16.06,30.59,25.72,54.1,7.04,187.06,coffee
93.84,10.22,49.69,25.0,81.07,6.15,40.5,watermelon
94.39,54.45,37.45,26.07,70.25,6.33,153.26,jute
39.48,70.16,86.47,17.7,17.02,6.7,70.85,chickpea
61.61,48.66,35.88,26.98,87.95,6.03,192.93,jute
34.0,39.91,16.26,29.89,81.08,6.48,54.64,mungbean
8.18,130.14,199.7,19.25,83.02,5.83,66.38,grapes
96.59,59.33,37.62,23.85,71.61,6.84,150.68,jute
35.63,49.92,23.1,28.29,87.5,6.91,54.3,mungbean
38.71,134.34,202.27,21.48,90.92,5.94,104.14,apple
14.01,147.51,196.34,30.83,80.02,6.42,66.13,grapes
0.05,13.1,27.2,29.86,97.27,6.02,148.36,coconut
12.29,48.66,19.17,25.28,44.27,6.18,59.08,mothbeans
68.77,59.4,18.37,19.46,70.79,6.49,84.91,maize
30.56,29.8,28.45,27.06,91.66,5.81,202.41,coconut
32.44,7.96,37.14,22.73,89.05,6.93,109.01,pomegranate
66.1,38.45,36.32,23.46,74.81,6.46,198.08,jute
80.33,74.21,50.81,28.57,84.17,6.21,110.15,banana
36.09,74.32,20.48,19.26,60.66,6.25,176.02,pigeonpeas
43.91,71.62,19.19,32.01,64.11,6.76,65.07,blackgram
79.6,36.29,37.79,26.36,80.96,5.72,238.78,rice
33.88,60.74,16.18,21.14,30.08,6.66,170.56,pigeonpeas
2.98,27.76,34.69,34.63,45.71,4.97,90.85,mango
0.64,10.59,38.52,21.8,85.73,6.79,114.8,pomegranate
29.33,120.01,200.96,39.14,81.15,5.69,71.52,grapes
8.31,139.46,203.71,22.99,94.34,6.04,118.8,apple
20.36,71.21,20.11,29.46,69.67,6.86,73.63,blackgram
34.88,10.63,9.77,13.31,91.98,6.27,107.27,orange
83.61,41.7,21.24,21.28,66.04,6.15,74.72,maize
119.93,16.23,29.41,25.26,56.01,6.86,157.5,coffee
119.9,12.4,46.78,28.54,94.07,6.78,27.89,muskmelon
40.3,76.86,19.94,22.02,24.95,5.57,84.73,kidneybeans
28.28,125.32,197.52,35.56,83.79,5.64,69.98,grapes
28.39,55.45,22.93,19.31,48.97,6.18,159.13,pigeonpeas
100.55,15.26,31.74,25.12,60.22,6.32,177.59,coffee
5.34,22.16,7.12,31.44,90.29,6.32,119.97,orange
91.1,86.07,51.93,29.35,78.42,6.27,106.84,banana
35.23,25.32,30.37,27.54,45.02,5.11,87.22,mango
8.8,126.04,204.22,36.99,83.1,5.89,70.04,grapes
16.72,76.33,23.56,19.19,60.91,6.26,71.24,lentil
